product_id,version,image_path,thisN,thisTrialN,thisRepN,main_loop.thisRepN,main_loop.thisTrialN,main_loop.thisN,main_loop.thisIndex,thisRow.t,notes,Welcome.started,text_welcome.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions.started,text_instructions.started,key_resp_instructions.started,instructions.stopped,key_resp_instructions.keys,key_resp_instructions.rt,key_resp_instructions.duration,setOrder.started,setOrder.stopped,fixation.started,text_fixation.started,fixation.stopped,participant_ID,age,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.012920834000397008,0.028919042000779882,0.028919042000779882,0.8037899589999142,space,0.3521034170007624,None,,,,,,,,,,,,,ee,e,2026-03-16_14h34.22.984,products_online,,2025.1.1,None,2026-03-16 14h34.31.431671 +0200,
,,,,,,,,,,,,,,,,,,,0.8038574999991397,0.8248130840001977,0.8248130840001977,1.178964624999935,space,0.35030279099919426,None,,,,,,ee,e,2026-03-16_14h34.22.984,products_online,,2025.1.1,None,2026-03-16 14h34.31.431671 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.2099385420006001,1.2099560419992486,,,,ee,e,2026-03-16_14h34.22.984,products_online,,2025.1.1,None,2026-03-16 14h34.31.431671 +0200,
TimTam,original,taste&health/TimTam_original.png,0,0,0,0,0,0,0,1.2282180000001972,,,,,,,,,,,,,,,,,,1.2170334170004935,1.2282180000001972,1.7101442090006458,,,,,,,,,
